location,latitude,longitude,rainfall,prev_rainfall
Alluri Sitharama Raju - Forest,13.726511246720946,78.55134995386422,0.0,0.0
Alluri Sitharama Raju - Forest,13.730966026114286,78.28729582006655,0.0,0.0
Alluri Sitharama Raju - Forest,13.73105295363062,79.032955466531,0.0,0.0
Alluri Sitharama Raju - Forest,13.714521084779005,78.43267784336676,0.0,0.0
Alluri Sitharama Raju - Forest,13.666850017008638,78.58971999440993,0.0,0.0
Alluri Sitharama Raju - Forest,13.59387095741967,79.80886564474473,0.0,0.0
Alluri Sitharama Raju - Forest,13.682426023551868,78.86744927717709,0.0,0.0
Alluri Sitharama Raju - Forest,13.62794231050209,78.37506444130224,0.0,0.0
Alluri Sitharama Raju - Forest,13.589198779914694,79.67073813851344,0.0,0.0
Alluri Sitharama Raju - Forest,13.635117908828146,78.89334280722625,0.0,0.0
Alluri Sitharama Raju - Forest,13.59633242139862,78.61071038702245,0.0,0.0
Alluri Sitharama Raju - Forest,13.596995497721975,78.74825613007756,0.0,0.0
Alluri Sitharama Raju - Forest,13.543726795532416,79.84932116698312,0.0,0.0
Alluri Sitharama Raju - Forest,13.588637109457403,78.83024613687179,0.0,0.0
Alluri Sitharama Raju - Forest,13.560425932621335,79.14368495519129,0.0,0.0
Alluri Sitharama Raju - Forest,13.524035354075012,78.41156540827022,0.0,0.0
Alluri Sitharama Raju - Forest,13.57818949165973,78.73677861924837,0.0,0.0
Alluri Sitharama Raju - Forest,13.47091547561469,79.228654447555,0.0,0.0
Alluri Sitharama Raju - Forest,13.540254646344206,79.3504322601042,0.0,0.0
Alluri Sitharama Raju - Forest,13.497818472858537,79.61745442617423,0.0,0.0
Alluri Sitharama Raju - Forest,13.529885517627786,78.83586004664049,0.0,0.0
Alluri Sitharama Raju - Forest,13.52618051067178,78.52171409700473,0.0,0.0
Alluri Sitharama Raju - Forest,13.504172935478548,78.70663376378418,0.0,0.0
